reading_id,date,hour,location_id,PM2.5,PM10,NO2,CO,O3,AQI_value,AQI_category,neighborhood_name,zone_type,population_density,avg_income_level,distance_from_city_center_km,temperature,humidity,wind_speed,rainfall
24362,2024-04-11,12,2,33.0,44.0,21.0,0.6,35.8,55.0,Moderate,Green Valley,Residential,35000,51854,15,19.0,80,4.5,0.0
24363,2024-04-11,12,3,40.2,53.6,23.9,0.3,20.0,67.0,Moderate,Downtown Core,Commercial,80000,66108,2,28.4,78,3.6,0.0
24364,2024-04-11,12,4,64.8,86.4,12.8,1.1,35.2,108.0,Unhealthy for Sensitive Groups,East Port,Industrial,45000,87308,8,14.6,65,5.1,0.0
24365,2024-04-11,12,5,7.2,9.6,44.1,1.5,21.9,12.0,Good,Westside Suburbs,Residential,60000,53094,20,26.7,43,14.8,6.2
24366,2024-04-11,12,6,34.8,46.4,26.9,0.8,35.7,58.0,Moderate,Central Business District,Commercial,25000,48067,1,19.0,87,12.3,0.0
24367,2024-04-11,12,7,19.2,25.6,49.6,1.8,19.1,32.0,Good,North Park,Residential,40000,77384,10,14.7,58,19.6,0.0
24368,2024-04-11,12,8,31.8,42.4,22.3,1.5,9.2,53.0,Moderate,South Refinery,Industrial,30000,69515,14,15.6,67,8.8,0.0
24369,2024-04-11,12,9,21.0,28.0,49.0,1.6,33.4,35.0,Good,Riverside,Residential,55000,62322,5,16.4,68,11.0,0.0
24370,2024-04-11,12,10,33.0,44.0,28.2,0.4,38.1,55.0,Moderate,Market District,Commercial,42000,81651,4,20.1,52,16.0,0.0
24371,2024-04-11,13,1,49.8,66.4,41.7,1.2,36.5,83.0,Moderate,Industrial Heights,Industrial,50000,87311,12,24.6,53,16.4,0.0
24372,2024-04-11,13,2,10.8,14.4,17.7,0.5,30.2,18.0,Good,Green Valley,Residential,35000,51854,15,19.0,80,4.5,0.0
24373,2024-04-11,13,3,33.6,44.8,33.7,0.7,13.3,56.0,Moderate,Downtown Core,Commercial,80000,66108,2,28.4,78,3.6,0.0
24374,2024-04-11,13,4,52.8,70.4,25.3,1.9,15.7,88.0,Moderate,East Port,Industrial,45000,87308,8,14.6,65,5.1,0.0
24375,2024-04-11,13,5,12.0,16.0,29.7,0.4,30.0,20.0,Good,Westside Suburbs,Residential,60000,53094,20,26.7,43,14.8,6.2
24376,2024-04-11,13,6,19.2,25.6,26.5,1.3,12.3,32.0,Good,Central Business District,Commercial,25000,48067,1,19.0,87,12.3,0.0
24377,2024-04-11,13,7,30.0,40.0,46.6,0.9,9.5,50.0,Good,North Park,Residential,40000,77384,10,14.7,58,19.6,0.0
24378,2024-04-11,13,8,45.6,60.8,22.9,0.8,31.8,76.0,Moderate,South Refinery,Industrial,30000,69515,14,15.6,67,8.8,0.0
24379,2024-04-11,13,9,22.2,29.6,40.1,0.2,7.6,37.0,Good,Riverside,Residential,55000,62322,5,16.4,68,11.0,0.0
24380,2024-04-11,13,10,14.4,19.2,43.6,0.6,32.1,24.0,Good,Market District,Commercial,42000,81651,4,20.1,52,16.0,0.0
24381,2024-04-11,14,1,61.2,81.6,23.4,0.2,17.8,102.0,Unhealthy for Sensitive Groups,Industrial Heights,Industrial,50000,87311,12,24.6,53,16.4,0.0
24382,2024-04-11,14,2,25.2,33.6,45.1,0.4,25.0,42.0,Good,Green Valley,Residential,35000,51854,15,19.0,80,4.5,0.0
24383,2024-04-11,14,3,22.2,29.6,18.8,1.3,33.2,37.0,Good,Downtown Core,Commercial,80000,66108,2,28.4,78,3.6,0.0
24384,2024-04-11,14,4,51.0,68.0,16.3,0.6,29.7,85.0,Moderate,East Port,Industrial,45000,87308,8,14.6,65,5.1,0.0
24385,2024-04-11,14,5,9.0,12.0,22.3,1.3,28.2,15.0,Good,Westside Suburbs,Residential,60000,53094,20,26.7,43,14.8,6.2
24386,2024-04-11,14,6,46.8,62.4,23.3,1.6,11.0,78.0,Moderate,Central Business District,Commercial,25000,48067,1,19.0,87,12.3,0.0
24387,2024-04-11,14,7,21.0,28.0,39.3,0.7,36.6,35.0,Good,North Park,Residential,40000,77384,10,14.7,58,19.6,0.0
24388,2024-04-11,14,8,48.0,64.0,49.2,0.9,23.1,80.0,Moderate,South Refinery,Industrial,30000,69515,14,15.6,67,8.8,0.0
24389,2024-04-11,14,9,18.0,24.0,37.8,1.6,38.5,30.0,Good,Riverside,Residential,55000,62322,5,16.4,68,11.0,0.0
24390,2024-04-11,14,10,40.8,54.4,12.3,1.1,37.1,68.0,Moderate,Market District,Commercial,42000,81651,4,20.1,52,16.0,0.0
24391,2024-04-11,15,1,40.8,54.4,23.8,1.1,23.4,68.0,Moderate,Industrial Heights,Industrial,50000,87311,12,24.6,53,16.4,0.0
24392,2024-04-11,15,2,15.6,20.8,37.0,0.4,11.9,26.0,Good,Green Valley,Residential,35000,51854,15,19.0,80,4.5,0.0
24393,2024-04-11,15,3,34.8,46.4,42.2,1.6,29.7,58.0,Moderate,Downtown Core,Commercial,80000,66108,2,28.4,78,3.6,0.0
24394,2024-04-11,15,4,36.6,48.8,42.4,1.7,7.6,61.0,Moderate,East Port,Industrial,45000,87308,8,14.6,65,5.1,0.0
24395,2024-04-11,15,5,20.4,27.2,22.5,0.7,11.9,34.0,Good,Westside Suburbs,Residential,60000,53094,20,26.7,43,14.8,6.2
24396,2024-04-11,15,6,52.8,70.4,24.0,0.4,30.0,88.0,Moderate,Central Business District,Commercial,25000,48067,1,19.0,87,12.3,0.0
24397,2024-04-11,15,7,19.8,26.4,34.4,0.4,19.4,33.0,Good,North Park,Residential,40000,77384,10,14.7,58,19.6,0.0
24398,2024-04-11,15,8,35.4,47.2,38.2,0.2,36.0,59.0,Moderate,South Refinery,Industrial,30000,69515,14,15.6,67,8.8,0.0
24399,2024-04-11,15,9,27.0,36.0,26.0,1.6,29.0,45.0,Good,Riverside,Residential,55000,62322,5,16.4,68,11.0,0.0
24400,2024-04-11,15,10,31.2,41.6,42.8,0.2,35.9,52.0,Moderate,Market District,Commercial,42000,81651,4,20.1,52,16.0,0.0
24401,2024-04-11,16,1,58.2,77.6,23.1,1.6,38.5,97.0,Moderate,Industrial Heights,Industrial,50000,87311,12,24.6,53,16.4,0.0
24402,2024-04-11,16,2,16.8,22.4,15.5,1.9,17.0,28.0,Good,Green Valley,Residential,35000,51854,15,19.0,80,4.5,0.0
24403,2024-04-11,16,3,40.8,54.4,42.2,0.8,9.1,68.0,Moderate,Downtown Core,Commercial,80000,66108,2,28.4,78,3.6,0.0
24404,2024-04-11,16,4,48.6,64.8,22.1,1.8,30.8,81.0,Moderate,East Port,Industrial,45000,87308,8,14.6,65,5.1,0.0
24405,2024-04-11,16,5,6.0,8.0,11.5,1.9,31.3,10.0,Good,Westside Suburbs,Residential,60000,53094,20,26.7,43,14.8,6.2
24406,2024-04-11,16,6,37.8,50.4,36.1,0.2,37.5,63.0,Moderate,Central Business District,Commercial,25000,48067,1,19.0,87,12.3,0.0
24407,2024-04-11,16,7,31.8,42.4,38.0,0.7,17.8,53.0,Moderate,North Park,Residential,40000,77384,10,14.7,58,19.6,0.0
24408,2024-04-11,16,8,48.6,64.8,13.2,0.4,7.6,81.0,Moderate,South Refinery,Industrial,30000,69515,14,15.6,67,8.8,0.0
24409,2024-04-11,16,9,24.6,32.8,32.3,0.3,31.7,41.0,Good,Riverside,Residential,55000,62322,5,16.4,68,11.0,0.0
24410,2024-04-11,16,10,27.6,36.8,38.0,1.4,17.0,46.0,Good,Market District,Commercial,42000,81651,4,20.1,52,16.0,0.0
24411,2024-04-11,17,1,58.2,77.6,12.1,1.8,28.5,97.0,Moderate,Industrial Heights,Industrial,50000,87311,12,24.6,53,16.4,0.0
24412,2024-04-11,17,2,33.0,44.0,21.6,1.9,36.2,55.0,Moderate,Green Valley,Residential,35000,51854,15,19.0,80,4.5,0.0
24413,2024-04-11,17,3,31.8,42.4,42.9,1.2,18.4,53.0,Moderate,Downtown Core,Commercial,80000,66108,2,28.4,78,3.6,0.0
24414,2024-04-11,17,4,46.8,62.4,31.9,0.1,28.5,78.0,Moderate,East Port,Industrial,45000,87308,8,14.6,65,5.1,0.0
24415,2024-04-11,17,5,18.6,24.8,31.4,0.8,20.2,31.0,Good,Westside Suburbs,Residential,60000,53094,20,26.7,43,14.8,6.2
24416,2024-04-11,17,6,25.2,33.6,16.8,0.4,9.1,42.0,Good,Central Business District,Commercial,25000,48067,1,19.0,87,12.3,0.0
24417,2024-04-11,17,7,29.4,39.2,23.9,0.4,20.8,49.0,Good,North Park,Residential,40000,77384,10,14.7,58,19.6,0.0
24418,2024-04-11,17,8,42.6,56.8,32.1,0.4,25.4,71.0,Moderate,South Refinery,Industrial,30000,69515,14,15.6,67,8.8,0.0
24419,2024-04-11,17,9,39.6,52.8,18.8,0.6,24.6,66.0,Moderate,Riverside,Residential,55000,62322,5,16.4,68,11.0,0.0
24420,2024-04-11,17,10,36.0,48.0,36.3,1.4,6.1,60.0,Moderate,Market District,Commercial,42000,81651,4,20.1,52,16.0,0.0
24421,2024-04-11,18,1,88.8,118.4,45.1,1.9,28.0,148.0,Unhealthy for Sensitive Groups,Industrial Heights,Industrial,50000,87311,12,24.6,53,16.4,0.0
24422,2024-04-11,18,2,46.8,62.4,39.0,0.5,29.6,78.0,Moderate,Green Valley,Residential,35000,51854,15,19.0,80,4.5,0.0
24423,2024-04-11,18,3,54.6,72.8,11.9,0.5,31.9,91.0,Moderate,Downtown Core,Commercial,80000,66108,2,28.4,78,3.6,0.0
24424,2024-04-11,18,4,75.6,100.8,45.8,0.8,18.3,126.0,Unhealthy for Sensitive Groups,East Port,Industrial,45000,87308,8,14.6,65,5.1,0.0
24425,2024-04-11,18,5,37.8,50.4,24.1,0.4,34.5,63.0,Moderate,Westside Suburbs,Residential,60000,53094,20,26.7,43,14.8,6.2
24426,2024-04-11,18,6,61.2,81.6,48.9,1.1,24.5,102.0,Unhealthy for Sensitive Groups,Central Business District,Commercial,25000,48067,1,19.0,87,12.3,0.0
24427,2024-04-11,18,7,60.6,80.8,47.8,1.5,15.3,101.0,Unhealthy for Sensitive Groups,North Park,Residential,40000,77384,10,14.7,58,19.6,0.0
24428,2024-04-11,18,8,75.6,100.8,44.9,1.9,28.1,126.0,Unhealthy for Sensitive Groups,South Refinery,Industrial,30000,69515,14,15.6,67,8.8,0.0
24429,2024-04-11,18,9,34.8,46.4,21.6,1.4,37.1,58.0,Moderate,Riverside,Residential,55000,62322,5,16.4,68,11.0,0.0
24430,2024-04-11,18,10,70.8,94.4,43.1,0.6,10.5,118.0,Unhealthy for Sensitive Groups,Market District,Commercial,42000,81651,4,20.1,52,16.0,0.0
24431,2024-04-11,19,1,69.6,92.8,48.0,1.3,16.9,116.0,Unhealthy for Sensitive Groups,Industrial Heights,Industrial,50000,87311,12,24.6,53,16.4,0.0
24432,2024-04-11,19,2,50.4,67.2,26.6,1.3,13.0,84.0,Moderate,Green Valley,Residential,35000,51854,15,19.0,80,4.5,0.0
24433,2024-04-11,19,3,72.0,106.4,13.8,0.8,21.2,133.0,Unhealthy for Sensitive Groups,Downtown Core,Commercial,80000,66108,2,28.4,78,3.6,0.0
24434,2024-04-11,19,4,93.6,124.8,27.8,0.6,18.7,156.0,Unhealthy,East Port,Industrial,45000,87308,8,14.6,65,5.1,0.0
24435,2024-04-11,19,5,30.6,40.8,43.2,1.8,9.9,51.0,Moderate,Westside Suburbs,Residential,60000,53094,20,26.7,43,14.8,6.2
24436,2024-04-11,19,6,70.8,94.4,12.9,0.8,12.0,118.0,Unhealthy for Sensitive Groups,Central Business District,Commercial,25000,48067,1,19.0,87,12.3,0.0
24437,2024-04-11,19,7,48.6,64.8,43.2,1.9,18.4,81.0,Moderate,North Park,Residential,40000,77384,10,14.7,58,19.6,0.0
24438,2024-04-11,19,8,75.0,100.0,11.3,1.4,31.7,125.0,Unhealthy for Sensitive Groups,South Refinery,Industrial,30000,69515,14,15.6,67,8.8,0.0
24439,2024-04-11,19,9,48.0,64.0,15.7,0.4,28.9,80.0,Moderate,Riverside,Residential,55000,62322,5,16.4,68,11.0,0.0
24440,2024-04-11,19,10,50.4,67.2,20.5,1.3,7.6,84.0,Moderate,Market District,Commercial,42000,81651,4,20.1,52,16.0,0.0
24441,2024-04-11,20,1,48.6,64.8,10.4,1.6,9.5,81.0,Moderate,Industrial Heights,Industrial,50000,87311,12,24.6,53,16.4,0.0
24442,2024-04-11,20,2,26.4,35.2,13.3,1.8,39.0,44.0,Good,Green Valley,Residential,35000,51854,15,19.0,80,4.5,0.0
24443,2024-04-11,20,3,29.4,39.2,25.0,1.7,38.4,49.0,Good,Downtown Core,Commercial,80000,66108,2,28.4,78,3.6,0.0
24444,2024-04-11,20,4,57.6,76.8,24.1,1.7,30.0,96.0,Moderate,East Port,Industrial,45000,87308,8,14.6,65,5.1,0.0
24445,2024-04-11,20,5,6.0,8.0,15.8,0.5,20.8,10.0,Good,Westside Suburbs,Residential,60000,53094,20,26.7,43,14.8,6.2
24446,2024-04-11,20,6,30.0,40.0,28.3,0.7,23.5,50.0,Good,Central Business District,Commercial,25000,48067,1,19.0,87,12.3,0.0
24447,2024-04-11,20,7,28.2,37.6,38.2,0.5,16.5,47.0,Good,North Park,Residential,40000,77384,10,14.7,58,19.6,0.0
24448,2024-04-11,20,8,33.6,44.8,39.7,0.8,15.5,56.0,Moderate,South Refinery,Industrial,30000,69515,14,15.6,67,8.8,0.0
24449,2024-04-11,20,9,32.7,42.4,21.0,0.7,28.8,53.0,Moderate,Riverside,Residential,55000,62322,5,16.4,68,11.0,0.0
24450,2024-04-11,20,10,31.8,42.4,31.1,1.2,23.9,53.0,Moderate,Market District,Commercial,42000,81651,4,20.1,52,16.0,0.0
24451,2024-04-11,21,1,56.4,75.2,19.4,0.4,30.3,94.0,Moderate,Industrial Heights,Industrial,50000,87311,12,24.6,53,16.4,0.0
24452,2024-04-11,21,2,35.4,47.2,26.6,1.1,31.5,59.0,Moderate,Green Valley,Residential,35000,51854,15,19.0,80,4.5,0.0
24453,2024-04-11,21,3,41.4,55.2,39.2,1.8,37.8,69.0,Moderate,Downtown Core,Commercial,80000,66108,2,28.4,78,3.6,0.0
24454,2024-04-11,21,4,40.2,53.6,27.6,0.1,32.7,67.0,Moderate,East Port,Industrial,45000,87308,8,14.6,65,5.1,0.0
24455,2024-04-11,21,5,6.0,8.0,22.2,1.5,32.9,10.0,Good,Westside Suburbs,Residential,60000,53094,20,26.7,43,14.8,6.2
24456,2024-04-11,21,6,22.8,30.4,27.3,0.2,11.9,38.0,Good,Central Business District,Commercial,25000,48067,1,19.0,87,12.3,0.0
24457,2024-04-11,21,7,33.6,44.8,13.0,0.3,5.7,56.0,Moderate,North Park,Residential,40000,77384,10,14.7,58,19.6,0.0
24458,2024-04-11,21,8,46.2,61.6,30.1,0.4,33.6,77.0,Moderate,South Refinery,Industrial,30000,69515,14,15.6,67,8.8,0.0
24459,2024-04-11,21,9,18.6,24.8,10.9,0.3,36.1,67.5,Good,Riverside,Residential,55000,62322,5,16.4,68,11.0,0.0
24460,2024-04-11,21,10,34.8,46.4,45.3,0.6,29.1,58.0,Moderate,Market District,Commercial,42000,81651,4,20.1,52,16.0,0.0
24461,2024-04-11,22,1,57.6,76.8,42.6,1.2,38.2,96.0,Moderate,Industrial Heights,Industrial,50000,87311,12,24.6,53,16.4,0.0
24462,2024-04-11,22,2,30.6,40.8,35.9,0.1,37.2,51.0,Moderate,Green Valley,Residential,35000,51854,15,19.0,80,4.5,0.0
24463,2024-04-11,22,3,39.6,52.8,45.7,1.6,32.6,66.0,Moderate,Downtown Core,Commercial,80000,66108,2,28.4,78,3.6,0.0
24464,2024-04-11,22,4,53.4,71.2,24.7,1.4,15.7,89.0,Moderate,East Port,Industrial,45000,87308,8,14.6,65,5.1,0.0
24465,2024-04-11,22,5,7.2,9.6,35.6,1.8,32.2,12.0,Good,Westside Suburbs,Residential,60000,53094,20,26.7,43,14.8,6.2
24466,2024-04-11,22,6,38.4,51.2,35.9,1.0,34.0,64.0,Moderate,Central Business District,Commercial,25000,48067,1,19.0,87,12.3,0.0
24467,2024-04-11,22,7,25.8,34.4,37.6,1.3,23.0,43.0,Good,North Park,Residential,40000,77384,10,14.7,58,19.6,0.0
24468,2024-04-11,22,8,47.4,63.2,21.5,1.7,19.8,79.0,Moderate,South Refinery,Industrial,30000,69515,14,15.6,67,8.8,0.0
24469,2024-04-11,22,9,30.6,40.8,32.4,1.3,10.8,51.0,Moderate,Riverside,Residential,55000,62322,5,16.4,68,11.0,0.0
24470,2024-04-11,22,10,39.0,52.0,29.3,0.5,26.2,65.0,Moderate,Market District,Commercial,42000,81651,4,20.1,52,16.0,0.0
24471,2024-04-11,23,1,39.6,52.8,46.6,1.3,11.3,66.0,Moderate,Industrial Heights,Industrial,50000,87311,12,24.6,53,16.4,0.0
24472,2024-04-11,23,2,28.2,37.6,35.3,0.7,15.1,47.0,Good,Green Valley,Residential,35000,51854,15,19.0,80,4.5,0.0
24473,2024-04-11,23,3,37.8,50.4,38.9,1.7,37.1,63.0,Moderate,Downtown Core,Commercial,80000,66108,2,28.4,78,3.6,0.0
24474,2024-04-11,23,4,53.4,71.2,40.3,0.4,13.9,89.0,Moderate,East Port,Industrial,45000,87308,8,14.6,65,5.1,0.0
24475,2024-04-11,23,5,6.0,8.0,40.0,1.0,23.5,10.0,Good,Westside Suburbs,Residential,60000,53094,20,26.7,43,14.8,6.2
24476,2024-04-11,23,6,43.2,57.6,16.5,0.3,36.6,72.0,Moderate,Central Business District,Commercial,25000,48067,1,19.0,87,12.3,0.0
24477,2024-04-11,23,7,23.4,31.2,14.3,1.2,7.4,39.0,Good,North Park,Residential,40000,77384,10,14.7,58,19.6,0.0
24478,2024-04-11,23,8,54.0,72.0,29.3,0.1,28.2,90.0,Moderate,South Refinery,Industrial,30000,69515,14,15.6,67,8.8,0.0
24479,2024-04-11,23,9,19.8,26.4,48.8,0.7,24.5,33.0,Good,Riverside,Residential,55000,62322,5,16.4,68,11.0,0.0
24480,2024-04-11,23,10,32.4,43.2,29.0,1.8,23.5,54.0,Moderate,Market District,Commercial,42000,81651,4,20.1,52,16.0,0.0
24481,2024-04-12,0,1,35.4,47.2,16.1,1.4,34.3,59.0,Moderate,Industrial Heights,Industrial,50000,87311,12,20.6,79,8.5,5.2
24482,2024-04-12,0,2,21.0,28.0,44.4,0.9,6.5,35.0,Good,Green Valley,Residential,35000,51854,15,15.1,66,6.6,0.0
24483,2024-04-12,0,3,55.8,74.4,38.1,0.3,32.0,93.0,Moderate,Downtown Core,Commercial,80000,66108,2,17.9,47,17.8,0.0
24484,2024-04-12,0,4,34.8,46.4,29.7,0.3,10.1,58.0,Moderate,East Port,Industrial,45000,87308,8,28.7,41,11.9,8.7
24485,2024-04-12,0,5,24.0,32.0,17.8,0.1,10.8,40.0,Good,Westside Suburbs,Residential,60000,53094,20,26.6,41,2.8,0.0
24486,2024-04-12,0,6,25.2,33.6,28.0,0.5,27.6,42.0,Good,Central Business District,Commercial,25000,48067,1,20.2,41,8.4,13.7
24487,2024-04-12,0,7,19.2,25.6,37.0,0.5,10.8,32.0,Good,North Park,Residential,40000,77384,10,18.2,60,2.5,0.0
24488,2024-04-12,0,8,37.8,50.4,46.7,0.3,30.4,63.0,Moderate,South Refinery,Industrial,30000,69515,14,18.6,75,2.4,19.0
24489,2024-04-12,0,9,31.8,42.4,22.9,0.3,6.4,53.0,Moderate,Riverside,Residential,55000,62322,5,21.1,67,19.4,0.0
24490,2024-04-12,0,10,28.8,38.4,28.2,1.9,19.5,48.0,Good,Market District,Commercial,42000,81651,4,12.9,59,24.5,7.8
24491,2024-04-12,1,1,25.8,34.4,26.7,1.6,15.5,43.0,Good,Industrial Heights,Industrial,50000,87311,12,20.6,79,8.5,5.2
24492,2024-04-12,1,2,12.6,16.8,18.2,0.8,38.7,21.0,Good,Green Valley,Residential,35000,51854,15,15.1,66,6.6,0.0
24493,2024-04-12,1,3,30.0,40.0,42.1,1.2,28.5,50.0,Good,Downtown Core,Commercial,80000,66108,2,17.9,47,17.8,0.0
24494,2024-04-12,1,4,27.0,36.0,19.4,1.0,16.7,45.0,Good,East Port,Industrial,45000,87308,8,28.7,41,11.9,8.7
24495,2024-04-12,1,5,39.0,52.0,13.7,1.0,26.6,65.0,Moderate,Westside Suburbs,Residential,60000,53094,20,26.6,41,2.8,0.0
24496,2024-04-12,1,6,37.2,49.6,33.0,1.5,29.5,62.0,Moderate,Central Business District,Commercial,25000,48067,1,20.2,41,8.4,13.7
24497,2024-04-12,1,7,27.0,36.0,15.9,1.7,8.4,45.0,Good,North Park,Residential,40000,77384,10,18.2,60,2.5,0.0
24498,2024-04-12,1,8,30.0,40.0,37.2,1.6,37.8,39.5,Good,South Refinery,Industrial,30000,69515,14,18.6,75,2.4,19.0
24499,2024-04-12,1,9,20.4,27.2,25.1,0.3,9.0,34.0,Good,Riverside,Residential,55000,62322,5,21.1,67,19.4,0.0
24500,2024-04-12,1,10,25.2,33.6,15.1,1.7,27.2,42.0,Good,Market District,Commercial,42000,81651,4,12.9,59,24.5,7.8
24501,2024-04-12,2,1,49.2,65.6,49.8,1.9,31.2,82.0,Moderate,Industrial Heights,Industrial,50000,87311,12,20.6,79,8.5,5.2
24502,2024-04-12,2,2,39.6,52.8,17.8,1.4,7.2,66.0,Moderate,Green Valley,Residential,35000,51854,15,15.1,66,6.6,0.0
24503,2024-04-12,2,3,46.2,61.6,30.1,1.2,19.3,77.0,Moderate,Downtown Core,Commercial,80000,66108,2,17.9,47,17.8,0.0
24504,2024-04-12,2,4,39.6,52.8,28.4,1.7,29.7,66.0,Moderate,East Port,Industrial,45000,87308,8,28.7,41,11.9,8.7
24505,2024-04-12,2,5,31.2,41.6,22.4,0.6,7.8,52.0,Moderate,Westside Suburbs,Residential,60000,53094,20,26.6,41,2.8,0.0
24506,2024-04-12,2,6,17.4,23.2,11.1,1.6,34.1,29.0,Good,Central Business District,Commercial,25000,48067,1,20.2,41,8.4,13.7
24507,2024-04-12,2,7,16.8,22.4,38.9,1.1,33.9,28.0,Good,North Park,Residential,40000,77384,10,18.2,60,2.5,0.0
24508,2024-04-12,2,8,29.4,39.2,23.1,0.4,6.3,49.0,Good,South Refinery,Industrial,30000,69515,14,18.6,75,2.4,19.0
24509,2024-04-12,2,9,27.6,36.8,17.5,1.7,8.9,46.0,Good,Riverside,Residential,55000,62322,5,21.1,67,19.4,0.0
24510,2024-04-12,2,10,6.0,8.0,36.2,0.6,22.5,10.0,Good,Market District,Commercial,42000,81651,4,12.9,59,24.5,7.8
24511,2024-04-12,3,1,28.2,37.6,35.1,1.6,11.0,47.0,Good,Industrial Heights,Industrial,50000,87311,12,20.6,79,8.5,5.2
24512,2024-04-12,3,2,16.2,21.6,32.0,0.6,10.1,27.0,Good,Green Valley,Residential,35000,51854,15,15.1,66,6.6,0.0
24513,2024-04-12,3,3,45.0,60.0,35.8,1.2,24.4,75.0,Moderate,Downtown Core,Commercial,80000,66108,2,17.9,47,17.8,0.0
24514,2024-04-12,3,4,24.6,32.8,32.0,1.1,31.4,41.0,Good,East Port,Industrial,45000,87308,8,28.7,41,11.9,8.7
24515,2024-04-12,3,5,26.4,35.2,44.1,0.2,28.8,44.0,Good,Westside Suburbs,Residential,60000,53094,20,26.6,41,2.8,0.0
24516,2024-04-12,3,6,11.4,15.2,33.2,0.4,12.1,19.0,Good,Central Business District,Commercial,25000,48067,1,20.2,41,8.4,13.7
24517,2024-04-12,3,7,37.8,50.4,29.6,1.0,31.8,63.0,Moderate,North Park,Residential,40000,77384,10,18.2,60,2.5,0.0
24518,2024-04-12,3,8,14.4,19.2,34.2,1.8,26.8,24.0,Good,South Refinery,Industrial,30000,69515,14,18.6,75,2.4,19.0
24519,2024-04-12,3,9,28.2,37.6,34.2,1.9,39.8,47.0,Good,Riverside,Residential,55000,62322,5,21.1,67,19.4,0.0
24520,2024-04-12,3,10,6.0,8.0,37.5,1.0,38.8,10.0,Good,Market District,Commercial,42000,81651,4,12.9,59,24.5,7.8
24521,2024-04-12,4,1,25.2,33.6,46.0,1.0,11.5,42.0,Good,Industrial Heights,Industrial,50000,87311,12,20.6,79,8.5,5.2
24522,2024-04-12,4,2,25.8,34.4,46.4,0.3,25.7,43.0,Good,Green Valley,Residential,35000,51854,15,15.1,66,6.6,0.0
24523,2024-04-12,4,3,37.8,50.4,36.3,0.3,29.8,63.0,Moderate,Downtown Core,Commercial,80000,66108,2,17.9,47,17.8,0.0
24524,2024-04-12,4,4,31.8,42.4,12.6,1.2,9.3,53.0,Moderate,East Port,Industrial,45000,87308,8,28.7,41,11.9,8.7
24525,2024-04-12,4,5,25.2,33.6,21.6,1.7,21.6,42.0,Good,Westside Suburbs,Residential,60000,53094,20,26.6,41,2.8,0.0
24526,2024-04-12,4,6,12.0,16.0,20.4,1.1,8.4,20.0,Good,Central Business District,Commercial,25000,48067,1,20.2,41,8.4,13.7
24527,2024-04-12,4,7,22.2,29.6,29.2,1.9,27.0,37.0,Good,North Park,Residential,40000,77384,10,18.2,60,2.5,0.0
24528,2024-04-12,4,8,30.0,40.0,32.0,1.7,17.5,50.0,Good,South Refinery,Industrial,30000,69515,14,18.6,75,2.4,19.0
24529,2024-04-12,4,9,25.2,33.6,25.8,0.2,31.4,42.0,Good,Riverside,Residential,55000,62322,5,21.1,67,19.4,0.0
24530,2024-04-12,4,10,17.4,23.2,20.8,1.2,17.0,29.0,Good,Market District,Commercial,42000,81651,4,12.9,59,24.5,7.8
24531,2024-04-12,5,1,36.0,48.0,44.9,1.2,36.3,60.0,Moderate,Industrial Heights,Industrial,50000,87311,12,20.6,79,8.5,5.2
24532,2024-04-12,5,2,24.6,32.8,15.9,1.0,34.6,41.0,Good,Green Valley,Residential,35000,51854,15,15.1,66,6.6,0.0
24533,2024-04-12,5,3,37.8,50.4,10.2,1.4,30.4,63.0,Moderate,Downtown Core,Commercial,80000,66108,2,17.9,47,17.8,0.0
24534,2024-04-12,5,4,26.4,35.2,29.4,0.9,15.8,44.0,Good,East Port,Industrial,45000,87308,8,28.7,41,11.9,8.7
24535,2024-04-12,5,5,14.4,19.2,16.1,0.1,34.9,24.0,Good,Westside Suburbs,Residential,60000,53094,20,26.6,41,2.8,0.0
24536,2024-04-12,5,6,19.2,25.6,32.9,1.9,21.5,32.0,Good,Central Business District,Commercial,25000,48067,1,20.2,41,8.4,13.7
24537,2024-04-12,5,7,34.8,46.4,13.8,0.4,15.3,58.0,Moderate,North Park,Residential,40000,77384,10,18.2,60,2.5,0.0
24538,2024-04-12,5,8,25.5,44.8,16.9,0.7,6.4,56.0,Moderate,South Refinery,Industrial,30000,69515,14,18.6,75,2.4,19.0
24539,2024-04-12,5,9,16.2,21.6,10.2,0.6,12.0,27.0,Good,Riverside,Residential,55000,62322,5,21.1,67,19.4,0.0
24540,2024-04-12,5,10,25.2,33.6,15.1,1.0,17.7,42.0,Good,Market District,Commercial,42000,81651,4,12.9,59,24.5,7.8
24541,2024-04-12,6,1,26.4,35.2,24.1,0.6,7.8,44.0,Good,Industrial Heights,Industrial,50000,87311,12,20.6,79,8.5,5.2
24542,2024-04-12,6,2,30.0,40.0,11.2,1.3,5.9,50.0,Good,Green Valley,Residential,35000,51854,15,15.1,66,6.6,0.0
24543,2024-04-12,6,3,32.4,43.2,44.4,1.9,5.7,54.0,Moderate,Downtown Core,Commercial,80000,66108,2,17.9,47,17.8,0.0
24544,2024-04-12,6,4,33.0,44.0,13.1,0.4,17.2,55.0,Moderate,East Port,Industrial,45000,87308,8,28.7,41,11.9,8.7
24545,2024-04-12,6,5,19.2,25.6,31.1,2.0,31.6,32.0,Good,Westside Suburbs,Residential,60000,53094,20,26.6,41,2.8,0.0
